date,all,ch,teen,adu,sen,missing,ch+teen+adu+sen,rel_ch,rel_teen,rel_adu,rel_sen,ch+missing,teen+missing,adu+missing,sen+missing,ch+teen+adu+sen+missing
2020-03-01,36.0,2.0,2.0,16.0,16.0,0.0,36.0,0.05555555555555555,0.05555555555555555,0.4444444444444444,0.4444444444444444,2.0,2.0,16.0,16.0,36.0
2020-03-02,65.0,0.0,1.0,20.0,43.0,1.0,64.0,0.0,0.015625,0.3125,0.671875,0.0,1.015625,20.3125,43.671875,65.0
2020-03-03,53.0,2.0,0.0,15.0,35.0,1.0,52.0,0.038461538461538464,0.0,0.28846153846153844,0.6730769230769231,2.0384615384615383,0.0,15.288461538461538,35.67307692307692,53.0
2020-03-04,103.0,3.0,0.0,44.0,55.0,1.0,102.0,0.029411764705882353,0.0,0.43137254901960786,0.5392156862745098,3.0294117647058822,0.0,44.431372549019606,55.53921568627451,103.0
2020-03-05,102.0,1.0,0.0,36.0,65.0,0.0,102.0,0.00980392156862745,0.0,0.35294117647058826,0.6372549019607843,1.0,0.0,36.0,65.0,102.0
2020-03-06,147.0,3.0,1.0,51.0,90.0,2.0,145.0,0.020689655172413793,0.006896551724137931,0.35172413793103446,0.6206896551724138,3.0413793103448277,1.013793103448276,51.703448275862065,91.24137931034483,147.0
2020-03-07,123.0,1.0,1.0,52.0,67.0,2.0,121.0,0.008264462809917356,0.008264462809917356,0.4297520661157025,0.5537190082644629,1.0165289256198347,1.0165289256198347,52.85950413223141,68.10743801652893,123.0
2020-03-08,106.0,0.0,1.0,36.0,69.0,0.0,106.0,0.0,0.009433962264150943,0.33962264150943394,0.6509433962264151,0.0,1.0,36.0,69.0,106.0
2020-03-09,203.0,2.0,5.0,55.0,139.0,2.0,201.0,0.009950248756218905,0.024875621890547265,0.2736318407960199,0.6915422885572139,2.0199004975124377,5.0497512437810945,55.54726368159204,140.38308457711443,203.0
2020-03-10,230.0,1.0,0.0,68.0,161.0,0.0,230.0,0.004347826086956522,0.0,0.2956521739130435,0.7,1.0,0.0,68.0,161.0,230.0
2020-03-11,293.0,1.0,1.0,104.0,186.0,1.0,292.0,0.003424657534246575,0.003424657534246575,0.3561643835616438,0.636986301369863,1.0034246575342465,1.0034246575342465,104.35616438356165,186.63698630136986,293.0
2020-03-12,364.0,2.0,5.0,133.0,222.0,2.0,362.0,0.0055248618784530384,0.013812154696132596,0.3674033149171271,0.6132596685082873,2.0110497237569063,5.027624309392265,133.73480662983425,223.22651933701658,364.0
2020-03-13,470.0,2.0,5.0,189.0,270.0,4.0,466.0,0.004291845493562232,0.01072961373390558,0.4055793991416309,0.5793991416309013,2.017167381974249,5.042918454935623,190.62231759656652,272.3175965665236,470.0
2020-03-14,602.0,3.0,4.0,208.0,375.0,12.0,590.0,0.005084745762711864,0.006779661016949152,0.3525423728813559,0.635593220338983,3.0610169491525423,4.081355932203389,212.23050847457628,382.6271186440678,602.0
2020-03-15,700.0,5.0,6.0,264.0,412.0,13.0,687.0,0.00727802037845706,0.008733624454148471,0.38427947598253276,0.5997088791848617,5.094614264919942,6.11353711790393,268.9956331877729,419.7962154294032,700.0
2020-03-16,1065.0,10.0,6.0,420.0,625.0,4.0,1061.0,0.00942507068803016,0.005655042412818096,0.39585296889726673,0.589066918001885,10.037700282752121,6.0226201696512724,421.5834118755891,627.3562676720076,1065.0
2020-03-17,1126.0,11.0,3.0,431.0,673.0,8.0,1118.0,0.009838998211091235,0.0026833631484794273,0.3855098389982111,0.6019677996422182,11.078711985688729,3.0214669051878356,434.0840787119857,677.8157423971378,1126.0
2020-03-18,1414.0,8.0,5.0,521.0,875.0,5.0,1409.0,0.0056777856635912,0.0035486160397444995,0.3697657913413769,0.6210078069552875,8.028388928317955,5.017743080198723,522.8488289567069,878.1050390347764,1414.0
2020-03-19,1579.0,11.0,3.0,669.0,882.0,14.0,1565.0,0.007028753993610224,0.0019169329073482429,0.42747603833865816,0.5635782747603834,11.098402555910543,3.0268370607028756,674.9846645367412,889.8900958466454,1579.0
2020-03-20,1952.0,8.0,3.0,783.0,1137.0,21.0,1931.0,0.004142931123770067,0.0015535991714137752,0.40548938373899535,0.5888140859658209,8.08700155359917,3.0326255825996893,791.5152770585189,1149.3650958052822,1952.0
2020-03-21,1680.0,21.0,2.0,703.0,939.0,15.0,1665.0,0.012612612612612612,0.0012012012012012011,0.4222222222222222,0.563963963963964,21.18918918918919,2.018018018018018,709.3333333333334,947.4594594594595,1680.0
2020-03-22,1772.0,10.0,2.0,761.0,985.0,14.0,1758.0,0.005688282138794084,0.0011376564277588168,0.4328782707622298,0.5602957906712173,10.079635949943118,2.0159271899886235,767.0602957906713,992.8441410693971,1772.0
2020-03-23,2774.0,17.0,10.0,1164.0,1569.0,14.0,2760.0,0.006159420289855073,0.0036231884057971015,0.4217391304347826,0.5684782608695652,17.08623188405797,10.05072463768116,1169.904347826087,1576.958695652174,2774.0
2020-03-24,2731.0,21.0,4.0,1103.0,1582.0,21.0,2710.0,0.007749077490774908,0.0014760147601476014,0.4070110701107011,0.5837638376383764,21.162730627306274,4.0309963099631,1111.5472324723248,1594.259040590406,2731.0
2020-03-25,3117.0,12.0,7.0,1310.0,1745.0,43.0,3074.0,0.003903708523096942,0.002277163305139883,0.4261548471047495,0.5676642810670136,12.16785946649317,7.097918022121015,1328.3246584255041,1769.4095640858816,3117.0
2020-03-26,3215.0,12.0,7.0,1349.0,1821.0,26.0,3189.0,0.0037629350893697085,0.0021950454687989967,0.42301661962997805,0.5710253998118533,12.097836312323613,7.057071182188774,1359.9984321103793,1835.846660395108,3215.0
2020-03-27,3646.0,16.0,8.0,1572.0,2013.0,37.0,3609.0,0.004433361041839845,0.0022166805209199226,0.43557772236076475,0.5577722360764755,16.164034358548076,8.082017179274038,1588.1163757273482,2033.6375727348295,3646.0
2020-03-28,2868.0,11.0,9.0,1274.0,1552.0,22.0,2846.0,0.003865073787772312,0.003162333099086437,0.4476458186929023,0.5453267744202389,11.085031623330991,9.0695713281799,1283.8482080112437,1563.9971890372453,2868.0
2020-03-29,2380.0,13.0,9.0,990.0,1340.0,28.0,2352.0,0.0055272108843537416,0.003826530612244898,0.42091836734693877,0.5697278911564626,13.154761904761905,9.107142857142858,1001.7857142857143,1355.952380952381,2380.0
2020-03-30,3286.0,12.0,10.0,1350.0,1893.0,21.0,3265.0,0.003675344563552833,0.0030627871362940277,0.41347626339969373,0.5797856049004594,12.07718223583461,10.064318529862174,1358.6830015313935,1905.1754977029098,3286.0
2020-03-31,3135.0,19.0,10.0,1320.0,1761.0,25.0,3110.0,0.006109324758842444,0.003215434083601286,0.42443729903536975,0.5662379421221865,19.15273311897106,10.080385852090032,1330.6109324758843,1775.1559485530547,3135.0
2020-04-01,2999.0,17.0,8.0,1165.0,1790.0,19.0,2980.0,0.005704697986577181,0.0026845637583892616,0.39093959731543626,0.6006711409395973,17.108389261744968,8.051006711409396,1172.4278523489934,1801.4127516778524,2999.0
2020-04-02,2716.0,17.0,16.0,997.0,1668.0,18.0,2698.0,0.006300963676797628,0.005930318754633061,0.36953298739807267,0.6182357301704967,17.113417346182356,16.106745737583395,1003.6515937731654,1679.1282431430689,2716.0
2020-04-03,2764.0,14.0,10.0,1038.0,1687.0,15.0,2749.0,0.005092761004001455,0.0036376864314296106,0.3775918515823936,0.6136777009821753,14.076391415060021,10.054565296471445,1043.663877773736,1696.2051655147327,2764.0
2020-04-04,2149.0,20.0,13.0,812.0,1290.0,14.0,2135.0,0.00936768149882904,0.006088992974238876,0.380327868852459,0.6042154566744731,20.131147540983605,13.085245901639345,817.3245901639344,1298.4590163934427,2149.0
2020-04-05,1449.0,6.0,5.0,528.0,899.0,11.0,1438.0,0.004172461752433936,0.0034770514603616135,0.3671766342141864,0.625173852573018,6.045897079276774,5.038247566063978,532.038942976356,905.8769123783032,1449.0
2020-04-06,2354.0,13.0,7.0,857.0,1467.0,10.0,2344.0,0.005546075085324232,0.0029863481228668944,0.3656143344709898,0.6258532423208191,13.055460750853243,7.029863481228669,860.6561433447099,1473.2585324232082,2354.0
2020-04-07,2179.0,10.0,11.0,735.0,1412.0,11.0,2168.0,0.004612546125461255,0.00507380073800738,0.3390221402214022,0.6512915129151291,10.050738007380074,11.055811808118081,738.7292435424354,1419.1642066420663,2179.0
2020-04-08,2024.0,8.0,9.0,634.0,1361.0,12.0,2012.0,0.003976143141153081,0.0044731610337972166,0.31510934393638174,0.6764413518886679,8.047713717693837,9.053677932405567,637.7813121272366,1369.117296222664,2024.0
2020-04-09,2065.0,11.0,7.0,677.0,1355.0,15.0,2050.0,0.005365853658536586,0.0034146341463414634,0.3302439024390244,0.6609756097560976,11.080487804878048,7.0512195121951216,681.9536585365854,1364.9146341463415,2065.0
2020-04-10,1991.0,4.0,11.0,609.0,1355.0,12.0,1979.0,0.00202122283981809,0.0055583628094997475,0.3077311773623042,0.6846892369883779,4.024254674077817,11.066700353713998,612.6927741283477,1363.2162708438605,1991.0
2020-04-11,1466.0,13.0,2.0,486.0,961.0,4.0,1462.0,0.008891928864569083,0.0013679890560875513,0.332421340629275,0.6573187414500684,13.035567715458276,2.0054719562243504,487.3296853625171,963.6292749658003,1466.0
2020-04-12,1276.0,11.0,8.0,486.0,768.0,3.0,1273.0,0.00864100549882168,0.006284367635506678,0.38177533385703066,0.603299293008641,11.025923016496465,8.01885310290652,487.1453260015711,769.8098978790259,1276.0
2020-04-13,1117.0,6.0,6.0,361.0,740.0,4.0,1113.0,0.005390835579514825,0.005390835579514825,0.3243486073674753,0.6648697214734951,6.02156334231806,6.02156334231806,362.2973944294699,742.659478885894,1117.0
2020-04-14,1551.0,17.0,7.0,466.0,1053.0,8.0,1543.0,0.01101749837977965,0.004536616979909268,0.3020090732339598,0.6824368114063513,17.088139987038236,7.036292935839274,468.4160725858717,1058.4594944912508,1551.0
2020-04-15,1441.0,13.0,6.0,432.0,983.0,7.0,1434.0,0.00906555090655509,0.0041841004184100415,0.301255230125523,0.6854951185495118,13.063458856345886,6.02928870292887,434.10878661087867,987.7984658298466,1441.0
2020-04-16,1426.0,8.0,1.0,401.0,1012.0,4.0,1422.0,0.005625879043600563,0.0007032348804500703,0.2819971870604782,0.7116736990154712,8.022503516174401,1.0028129395218002,402.12798874824193,1014.8466947960619,1426.0
2020-04-17,1392.0,5.0,7.0,412.0,961.0,7.0,1385.0,0.0036101083032490976,0.005054151624548736,0.29747292418772564,0.6938628158844765,5.025270758122744,7.035379061371841,414.08231046931405,965.8570397111913,1392.0
2020-04-18,917.0,3.0,5.0,281.0,626.0,2.0,915.0,0.003278688524590164,0.00546448087431694,0.307103825136612,0.6841530054644809,3.0065573770491802,5.0109289617486334,281.6142076502732,627.368306010929,917.0
2020-04-19,700.0,4.0,2.0,198.0,494.0,2.0,698.0,0.0057306590257879654,0.0028653295128939827,0.2836676217765043,0.7077363896848138,4.011461318051576,2.005730659025788,198.567335243553,495.4154727793696,700.0
2020-04-20,1113.0,7.0,9.0,300.0,789.0,8.0,1105.0,0.006334841628959276,0.008144796380090498,0.27149321266968324,0.714027149321267,7.050678733031674,9.065158371040724,302.17194570135746,794.7122171945701,1113.0
2020-04-21,1133.0,17.0,10.0,339.0,758.0,9.0,1124.0,0.015124555160142349,0.008896797153024912,0.3016014234875445,0.6743772241992882,17.13612099644128,10.080071174377224,341.7144128113879,764.0693950177936,1133.0
