ch-median,ch-p1,ch-p2,teen-median,teen-p1,teen-p2,adu-median,adu-p1,adu-p2,sen-median,sen-p1,sen-p2,all-median,all-p1,all-p2,adu+sen-median,adu+sen-p1,adu+sen-p2,time
27.93172678527906,26.97511119912259,28.514529307823544,42.170902799622525,41.659640217049386,42.47400361748978,33.96417570498915,33.56638611713666,34.21183853036876,20.828112688619637,20.578653274362594,20.996460640749273,31.2904186634205,30.84075300090914,31.568602285159564,30.45937059185822,30.100331641269143,30.684939105556985,2021-11-19
28.160017060687302,27.160555995612963,28.761462039970752,42.3109468386285,41.775071956590125,42.623626926706514,34.04566702819957,33.628767489154015,34.30195065075922,20.874135880472753,20.61166821526797,21.046138221957925,31.38485831394364,30.917805098848948,31.675992187620388,30.531122722667035,30.154863956052687,30.764243885721093,2021-11-20
28.4123446258835,27.36182427492079,29.028664391908357,42.47229474677572,41.90125629128657,42.79030237496068,34.129290943600864,33.69779995932755,34.40080802603037,20.92292425481305,20.64773805099234,21.099528729651375,31.49248501471563,31.002324452594117,31.793155384686507,30.608928535950568,30.215086176067388,30.85094888045616,2021-11-21
28.679508895929807,27.58228430416768,29.313627833292713,42.64500629128657,42.04323608052847,42.97692513368984,34.22384490238611,33.772298129067245,34.50588089750542,20.97599048539359,20.687722441091204,21.156748866423843,31.604035625683778,31.094735580997586,31.918343297841197,30.688107206007984,30.280359505692086,30.943231677030973,2021-11-22
28.976224713624177,27.824033024616135,29.619918657080184,42.82790185592954,42.19768244731048,43.16913730732935,34.32749050976139,33.85504684110629,34.619638896420824,21.032725042741394,20.730884932728756,21.21969207611685,31.729509838667433,31.19640742253109,32.05370259796293,30.779144894999302,30.352527616076923,31.043407903363594,2021-11-23
29.302248354862293,28.0873857543261,29.950929807457957,43.03071720666877,42.3709767222397,43.375658225857194,34.43739154013015,33.94511415401301,34.743240103036875,21.09286032855125,20.777615773433432,21.28726157734334,31.867639490269198,31.307556320014797,32.20050410650724,30.877335942622132,30.431011960344104,31.15203296048318,2021-11-24
29.64982939312698,28.376709724591763,30.310471910796977,43.25029883611199,42.55363911607424,43.60932211387229,34.561188991323206,34.043768980477225,34.87547579989154,21.155582397978144,20.828680963353897,21.35884170816918,32.0158998104689,31.429405866218783,32.35825477294791,30.981811137822103,30.516947032761802,31.26805664275922,2021-11-25
30.00331464781867,28.69011790153546,30.68906135754326,43.49497483485373,42.725443142497646,43.87258532557408,34.69381778741865,34.15189126898048,35.0184422451193,21.225849252954728,20.88492715379469,21.435272244109118,32.18051835986255,31.562718769742826,32.527890156709866,31.097809588142965,30.611203882144913,31.393239375757453,2021-11-26
30.414891542773578,29.03152236168657,31.100771996100413,43.76589336269267,42.912517694243476,44.16290146272413,34.84108188720173,34.270153809652925,35.17280456887202,21.300524046681033,20.945761911841224,21.51722757005872,32.36078478203923,31.708499121685136,32.711239887822245,31.226086265471952,30.714117129914765,31.528366628255814,2021-11-27
30.845814038508408,29.34049171338045,31.55697111869364,44.0545769109783,43.14532203523121,44.46724245045612,34.99997830802603,34.39983019251627,35.33914926789588,21.3793057310637,21.011113877945437,21.605078978666466,32.55429372698276,31.86762854985593,32.908665115490706,31.36448949993046,30.82660088808535,31.67362838495619,2021-11-28
